num,time,key,East_longitude,North_latitude
1052,2016-08-05 18:26:27,$GPRMC,121.9350291,30.90761957
1053,2016-08-05 18:26:28,$GPRMC,121.9350304,30.90762606
1054,2016-08-05 18:26:29,$GPRMC,121.9350419,30.90762163
1055,2016-08-05 18:26:30,$GPRMC,121.9350405,30.90762923
1056,2016-08-05 18:26:31,$GPRMC,121.9350432,30.90763355
1057,2016-08-05 18:26:32,$GPRMC,121.9350427,30.90763301
1058,2016-08-05 18:26:33,$GPRMC,121.9350546,30.90763915
1059,2016-08-05 18:26:34,$GPRMC,121.9350571,30.90764374
1060,2016-08-05 18:26:35,$GPRMC,121.9350579,30.90764401
1061,2016-08-05 18:26:36,$GPRMC,121.9350568,30.90765161
1062,2016-08-05 18:26:37,$GPRMC,121.9350584,30.90764563
1063,2016-08-05 18:26:38,$GPRMC,121.9350519,30.90765463
1064,2016-08-05 18:26:39,$GPRMC,121.9350562,30.90765649
1065,2016-08-05 18:26:40,$GPRMC,121.9350546,30.90766112
1066,2016-08-05 18:26:41,$GPRMC,121.9350513,30.9076663
1067,2016-08-05 18:26:42,$GPRMC,121.93506,30.90767138
1068,2016-08-05 18:26:43,$GPRMC,121.9350559,30.9076706
1069,2016-08-05 18:26:44,$GPRMC,121.9350565,30.90768063
1070,2016-08-05 18:26:45,$GPRMC,121.9350646,30.90768165
1071,2016-08-05 18:26:46,$GPRMC,121.9350682,30.9076865
1072,2016-08-05 18:26:47,$GPRMC,121.9350633,30.90768681
1073,2016-08-05 18:26:48,$GPRMC,121.9350684,30.90769056
1074,2016-08-05 18:26:49,$GPRMC,121.9350662,30.90769519
1075,2016-08-05 18:26:50,$GPRMC,121.9350665,30.907696
1076,2016-08-05 18:26:52,$GPRMC,121.9350681,30.90769979
1079,2016-08-05 18:26:53,$GPRMC,121.9350722,30.90770246
1081,2016-08-05 18:26:54,$GPRMC,121.9350747,30.90770787
1082,2016-08-05 18:26:55,$GPRMC,121.9350733,30.9077133
1083,2016-08-05 18:26:56,$GPRMC,121.9350765,30.90772087
1084,2016-08-05 18:26:57,$GPRMC,121.9350823,30.90772543
1085,2016-08-05 18:26:58,$GPRMC,121.9350809,30.90773005
1086,2016-08-05 18:26:59,$GPRMC,121.9350874,30.9077262
1087,2016-08-05 18:27:00,$GPRMC,121.9350844,30.90773599
1088,2016-08-05 18:27:01,$GPRMC,121.9350852,30.90773517
1089,2016-08-05 18:27:02,$GPRMC,121.9350825,30.90773763
1090,2016-08-05 18:27:03,$GPRMC,121.9350858,30.90773191
1091,2016-08-05 18:27:04,$GPRMC,121.9350812,30.90773629
1092,2016-08-05 18:27:05,$GPRMC,121.9350833,30.90773681
1093,2016-08-05 18:27:06,$GPRMC,121.9350869,30.90774682
1094,2016-08-05 18:27:07,$GPRMC,121.9350931,30.90774595
1095,2016-08-05 18:27:08,$GPRMC,121.9350869,30.9077498
1096,2016-08-05 18:27:09,$GPRMC,121.9350882,30.9077487
1097,2016-08-05 18:27:10,$GPRMC,121.9350926,30.90774623
1098,2016-08-05 18:27:11,$GPRMC,121.9350926,30.90775274
1099,2016-08-05 18:27:12,$GPRMC,121.9350939,30.90774974
1100,2016-08-05 18:27:13,$GPRMC,121.9350977,30.9077573
1101,2016-08-05 18:27:14,$GPRMC,121.9351051,30.9077586
1102,2016-08-05 18:27:15,$GPRMC,121.9350994,30.90775322
1103,2016-08-05 18:27:16,$GPRMC,121.9351083,30.90775233
1104,2016-08-05 18:27:17,$GPRMC,121.9351091,30.90775802
1105,2016-08-05 18:27:18,$GPRMC,121.9351219,30.90775791
1106,2016-08-05 18:27:19,$GPRMC,121.9351195,30.9077601
1107,2016-08-05 18:27:20,$GPRMC,121.9351274,30.90775299
1108,2016-08-05 18:27:21,$GPRMC,121.9351298,30.90775242
1109,2016-08-05 18:27:22,$GPRMC,121.9351388,30.90775696
1110,2016-08-05 18:27:23,$GPRMC,121.935145,30.90775175
1111,2016-08-05 18:27:24,$GPRMC,121.9351453,30.90775744
1112,2016-08-05 18:27:25,$GPRMC,121.9351537,30.90775114
1113,2016-08-05 18:27:26,$GPRMC,121.9351513,30.90775875
1114,2016-08-05 18:27:27,$GPRMC,121.9351605,30.90775433
1115,2016-08-05 18:27:28,$GPRMC,121.9351651,30.90775185
1116,2016-08-05 18:27:29,$GPRMC,121.9351638,30.90775919
1117,2016-08-05 18:27:30,$GPRMC,121.9351738,30.90775286
1118,2016-08-05 18:27:31,$GPRMC,121.9351738,30.90775802
1119,2016-08-05 18:27:32,$GPRMC,121.9351847,30.90775684
1120,2016-08-05 18:27:33,$GPRMC,121.9351831,30.90775333
1121,2016-08-05 18:27:34,$GPRMC,121.9351834,30.90774899
1122,2016-08-05 18:27:35,$GPRMC,121.9351896,30.90774812
1123,2016-08-05 18:27:36,$GPRMC,121.935195,30.90774862
1124,2016-08-05 18:27:37,$GPRMC,121.9351978,30.90774859
1125,2016-08-05 18:27:38,$GPRMC,121.9351986,30.90774804
1126,2016-08-05 18:27:39,$GPRMC,121.9352054,30.9077469
1127,2016-08-05 18:27:40,$GPRMC,121.9352076,30.90774932
1128,2016-08-05 18:27:41,$GPRMC,121.9352078,30.90775176
1129,2016-08-05 18:27:42,$GPRMC,121.9352059,30.90774988
1130,2016-08-05 18:27:43,$GPRMC,121.9352122,30.90775335
1131,2016-08-05 18:27:44,$GPRMC,121.9352092,30.90775935
1132,2016-08-05 18:27:45,$GPRMC,121.9352143,30.90775957
1133,2016-08-05 18:27:46,$GPRMC,121.9352225,30.90776438
1134,2016-08-05 18:27:47,$GPRMC,121.9352165,30.90777094
1135,2016-08-05 18:27:48,$GPRMC,121.9352165,30.90777284
1136,2016-08-05 18:27:49,$GPRMC,121.9352244,30.90777684
1137,2016-08-05 18:27:50,$GPRMC,121.9352195,30.90778448
1138,2016-08-05 18:27:51,$GPRMC,121.9352279,30.90778793
1139,2016-08-05 18:27:52,$GPRMC,121.9352279,30.90779444
1140,2016-08-05 18:27:53,$GPRMC,121.9352312,30.90779306
1141,2016-08-05 18:27:54,$GPRMC,121.9352303,30.90779442
1142,2016-08-05 18:27:55,$GPRMC,121.9352344,30.90780469
1143,2016-08-05 18:27:56,$GPRMC,121.9352301,30.90781205
1144,2016-08-05 18:27:57,$GPRMC,121.9352284,30.90781613
1145,2016-08-05 18:27:58,$GPRMC,121.935229,30.90781504
1146,2016-08-05 18:27:59,$GPRMC,121.9352358,30.90781336
1147,2016-08-05 18:28:00,$GPRMC,121.9352319,30.90781827
1148,2016-08-05 18:28:01,$GPRMC,121.9352374,30.90782067
1149,2016-08-05 18:28:02,$GPRMC,121.9352368,30.90782637
1150,2016-08-05 18:28:03,$GPRMC,121.9352371,30.90782772
1151,2016-08-05 18:28:04,$GPRMC,121.935245,30.90783416
1152,2016-08-05 18:28:05,$GPRMC,121.9352363,30.90783586
1153,2016-08-05 18:28:06,$GPRMC,121.9352463,30.90783307
1154,2016-08-05 18:28:08,$GPRMC,121.9352452,30.90783958
1158,2016-08-05 18:28:09,$GPRMC,121.9352414,30.90784124
1159,2016-08-05 18:28:10,$GPRMC,121.9352436,30.90784502
1160,2016-08-05 18:28:11,$GPRMC,121.9352458,30.9078488
1161,2016-08-05 18:28:12,$GPRMC,121.9352469,30.90785015
1162,2016-08-05 18:28:13,$GPRMC,121.935242,30.90784748
1163,2016-08-05 18:28:14,$GPRMC,121.9352493,30.90784497
1164,2016-08-05 18:28:15,$GPRMC,121.9352493,30.90785175
1165,2016-08-05 18:28:16,$GPRMC,121.9352461,30.90785015
1166,2016-08-05 18:28:17,$GPRMC,121.9352431,30.90785642
1167,2016-08-05 18:28:18,$GPRMC,121.9352384,30.90786025
1168,2016-08-05 18:28:19,$GPRMC,121.9352354,30.90785513
1169,2016-08-05 18:28:20,$GPRMC,121.9352362,30.90786461
1170,2016-08-05 18:28:21,$GPRMC,121.9352341,30.90786788
1171,2016-08-05 18:28:22,$GPRMC,121.9352322,30.90786681
1172,2016-08-05 18:28:23,$GPRMC,121.9352188,30.90786964
1173,2016-08-05 18:28:24,$GPRMC,121.9352142,30.90787348
1174,2016-08-05 18:28:25,$GPRMC,121.9352131,30.9078724
1175,2016-08-05 18:28:26,$GPRMC,121.935215,30.90787754
1176,2016-08-05 18:28:27,$GPRMC,121.9352101,30.90787568
1177,2016-08-05 18:28:28,$GPRMC,121.9352085,30.90787922
1178,2016-08-05 18:28:29,$GPRMC,121.9351995,30.90787848
1179,2016-08-05 18:28:30,$GPRMC,121.9351995,30.90787604
1180,2016-08-05 18:28:31,$GPRMC,121.9351878,30.90787804
1181,2016-08-05 18:28:32,$GPRMC,121.9351903,30.90788588
1182,2016-08-05 18:28:33,$GPRMC,121.9351878,30.90788889
1183,2016-08-05 18:28:34,$GPRMC,121.9351748,30.90789225
1184,2016-08-05 18:28:35,$GPRMC,121.9351767,30.90788518
1185,2016-08-05 18:28:36,$GPRMC,121.935171,30.90789364
1186,2016-08-05 18:28:37,$GPRMC,121.9351723,30.90789634
1187,2016-08-05 18:28:38,$GPRMC,121.9351683,30.90788987
1188,2016-08-05 18:28:39,$GPRMC,121.9351683,30.90789041
1189,2016-08-05 18:28:40,$GPRMC,121.9351557,30.90789784
1190,2016-08-05 18:28:41,$GPRMC,121.9351606,30.90789942
1191,2016-08-05 18:28:42,$GPRMC,121.9351541,30.9078946
1192,2016-08-05 18:28:43,$GPRMC,121.9351465,30.90789493
1193,2016-08-05 18:28:44,$GPRMC,121.935149,30.90789708
1194,2016-08-05 18:28:45,$GPRMC,121.9351397,30.90790041
1195,2016-08-05 18:28:47,$GPGGA,121.9351351,30.90789693
1196,2016-08-05 18:28:48,$GPGGA,121.9351332,30.90790074
1197,2016-08-05 18:28:59,$GPGLL,121.9351084,30.90791044
1198,2016-08-05 18:29:00,$GPGLL,121.935103,30.90791889
1200,2016-08-05 18:29:01,$GPRMC,121.9351005,30.90791864
1201,2016-08-05 18:29:02,$GPRMC,121.9350943,30.90792385
1202,2016-08-05 18:29:03,$GPRMC,121.9350929,30.90791816
1203,2016-08-05 18:29:04,$GPRMC,121.935097,30.90792518
1204,2016-08-05 18:29:05,$GPRMC,121.9350872,30.90792499
1205,2016-08-05 18:29:06,$GPRMC,121.935085,30.90792555
1206,2016-08-05 18:29:07,$GPRMC,121.9350799,30.90792451
1207,2016-08-05 18:29:08,$GPRMC,121.9350772,30.90793104
1208,2016-08-05 18:29:09,$GPRMC,121.9350753,30.9079297
1209,2016-08-05 18:29:10,$GPRMC,121.9350676,30.90792976
1210,2016-08-05 18:29:11,$GPRMC,121.93506,30.90793552
1211,2016-08-05 18:29:12,$GPRMC,121.9350625,30.9079336
1212,2016-08-05 18:29:13,$GPRMC,121.9350576,30.90793717
1213,2016-08-05 18:29:14,$GPRMC,121.93505,30.90793534
1214,2016-08-05 18:29:15,$GPRMC,121.9350426,30.90793458
1215,2016-08-05 18:29:16,$GPRMC,121.9350494,30.90793887
1216,2016-08-05 18:29:17,$GPGGA,121.9350418,30.90793812
1217,2016-08-05 18:29:19,$G2918.00,121.9350399,30.90794139
1218,2016-08-05 18:29:31,$GPGLL,121.9349994,30.90795881
1219,2016-08-05 18:29:32,$GPGLL,121.9349972,30.90795855
1221,2016-08-05 18:29:33,$GPRMC,121.9349915,30.90796538
1222,2016-08-05 18:29:34,$GPRMC,121.9349844,30.90796354
1223,2016-08-05 18:29:35,$GPRMC,121.9349831,30.90796328
1224,2016-08-05 18:29:36,$GPRMC,121.9349847,30.90796842
1225,2016-08-05 18:29:37,$GPRMC,121.9349738,30.90797177
1226,2016-08-05 18:29:38,$GPRMC,121.9349746,30.90797013
1227,2016-08-05 18:29:39,$GPRMC,121.9349708,30.90797369
1228,2016-08-05 18:29:42,$GPRMC,121.9349659,30.90797346
1231,2016-08-05 18:29:43,$GPRMC,121.9349662,30.90797644
1234,2016-08-05 18:29:44,$GPRMC,121.9349638,30.90797538
1237,2016-08-05 18:29:45,$GPRMC,121.9349518,30.90798117
1240,2016-08-05 18:29:46,$GPRMC,121.934948,30.90798039
1241,2016-08-05 18:29:48,$GPGGA,121.9349409,30.90798695
1242,2016-08-05 18:29:49,$GPGGA,121.9349401,30.90798208
1244,2016-08-05 18:29:50,$GPGSA,121.9349336,30.90798729
1245,2016-08-05 18:30:02,$GPGLL,121.9348898,30.90801097
1246,2016-08-05 18:30:03,$GPGLL,121.9348865,30.90801181
1247,2016-08-05 18:30:04,$GPGLL,121.9348773,30.9080127
1249,2016-08-05 18:30:05,$GPRMC,121.9348751,30.90800919
1250,2016-08-05 18:30:06,$GPRMC,121.9348658,30.90801849
1251,2016-08-05 18:30:09,$GPGGA,121.9348631,30.9080177
1255,2016-08-05 18:30:20,$GPGLL,121.9348232,30.90803212
1257,2016-08-05 18:30:21,$GPGLL,121.934818,30.90803596
1258,2016-08-05 18:30:22,$GPRMC,121.9348115,30.90803629
1259,2016-08-05 18:30:23,$GPRMC,121.9348011,30.9080361
1260,2016-08-05 18:30:24,$GPRMC,121.9348044,30.90803553
1261,2016-08-05 18:30:25,$GPRMC,121.9347968,30.90803776
1262,2016-08-05 18:30:26,$GPRMC,121.9347927,30.90803807
1263,2016-08-05 18:30:27,$GPRMC,121.9347987,30.90803693
1264,2016-08-05 18:30:28,$GPRMC,121.9347911,30.90803971
1265,2016-08-05 18:30:29,$GPRMC,121.9347818,30.90804412
1266,2016-08-05 18:30:30,$GPRMC,121.9347783,30.90804659
1267,2016-08-05 18:30:31,$GPRMC,121.9347761,30.90804173
1268,2016-08-05 18:30:33,$GPGGA,121.9347729,30.90804365
1269,2016-08-05 18:30:34,$GPGGA,121.9347688,30.90804829
1270,2016-08-05 18:30:46,$GPGLL,121.9347054,30.9080743
1272,2016-08-05 18:30:48,$GPRMC,121.9347013,30.9080746
1274,2016-08-05 18:30:49,$GPRMC,121.9346945,30.90807872
1275,2016-08-05 18:30:50,$GPRMC,121.9346869,30.90808665
1276,2016-08-05 18:30:53,$GPGGA,121.9346812,30.90808778
1280,2016-08-05 18:31:02,$GPGLL,121.9346404,30.90809543
1282,2016-08-05 18:31:03,$GPRMC,121.9346315,30.90809713
1283,2016-08-05 18:31:04,$GPRMC,121.9346317,30.90809658
1284,2016-08-05 18:31:05,$GPRMC,121.9346301,30.90810121
1285,2016-08-05 18:31:08,$GPGGA,121.9346244,30.90810288
1289,2016-08-05 18:31:17,$GPGLL,121.9345812,30.9081176
1290,2016-08-05 18:31:18,$GPRMC,121.9345735,30.90811467
1291,2016-08-05 18:31:20,$GPGGA,121.9345765,30.90811926
1292,2016-08-05 18:31:29,$GPGLL,121.9345254,30.90813539
1293,2016-08-05 18:31:30,$GPGLL,121.9345243,30.90813459
1295,2016-08-05 18:31:31,$GPRMC,121.9345151,30.90814497
1296,2016-08-05 18:31:32,$GPRMC,121.9345156,30.90814361
1297,2016-08-05 18:31:35,$GPGGA,121.9345099,30.90814528
1301,2016-08-05 18:31:44,$GPGLL,121.9344618,30.90816138
1302,2016-08-05 18:31:45,$GPRMC,121.9344493,30.90817043
1303,2016-08-05 18:31:46,$GPRMC,121.9344438,30.90817427
1304,2016-08-05 18:31:49,$GPGGA,121.9344433,30.90817265
1306,2016-08-05 18:31:56,$GPGLL,121.9344175,30.90818397
1308,2016-08-05 18:31:58,$GPRMC,121.9344164,30.90818045
1310,2016-08-05 18:31:59,$GPRMC,121.9344175,30.9081818
1312,2016-08-05 18:32:00,$GPGGA,121.9344093,30.90818729
1314,2016-08-05 18:32:10,$GPGLL,121.9343723,30.90819788
1315,2016-08-05 18:32:11,$GPGLL,121.9343672,30.90819955
1316,2016-08-05 18:32:12,$GPRMC,121.9343745,30.90820762
1318,2016-08-05 18:32:13,$GPRMC,121.9343701,30.90821607
1319,2016-08-05 18:32:14,$GPRMC,121.9343758,30.90821467
1320,2016-08-05 18:32:15,$GPRMC,121.9343747,30.90822769
1321,2016-08-05 18:32:16,$GPRMC,121.934378,30.90823038
1322,2016-08-05 18:32:17,$GPRMC,121.9343766,30.90822442
1323,2016-08-05 18:32:18,$GPRMC,121.9343775,30.90823472
1324,2016-08-05 18:32:19,$GPRMC,121.9343772,30.9082331
1325,2016-08-05 18:32:20,$GPRMC,121.9343842,30.90824145
1326,2016-08-05 18:32:21,$GPRMC,121.9343851,30.90823765
1327,2016-08-05 18:32:22,$GPRMC,121.9343796,30.90823443
1328,2016-08-05 18:32:23,$GPRMC,121.934387,30.90823899
1329,2016-08-05 18:32:24,$GPRMC,121.9343823,30.9082317
1330,2016-08-05 18:32:25,$GPRMC,121.9343886,30.90823816
1331,2016-08-05 18:32:26,$GPRMC,121.9343889,30.9082349
1332,2016-08-05 18:32:27,$GPRMC,121.9343927,30.90823162
1333,2016-08-05 18:32:28,$GPRMC,121.9343905,30.90823272
1334,2016-08-05 18:32:29,$GPRMC,121.934388,30.90823545
1335,2016-08-05 18:32:30,$GPRMC,121.9343954,30.90822997
1336,2016-08-05 18:32:31,$GPRMC,121.9344022,30.90823128
1337,2016-08-05 18:32:32,$GPRMC,121.9344052,30.90823695
1338,2016-08-05 18:32:33,$GPRMC,121.9344071,30.90823341
1339,2016-08-05 18:32:34,$GPRMC,121.9344095,30.90822715
1340,2016-08-05 18:32:35,$GPRMC,121.9344095,30.90822905
1341,2016-08-05 18:32:36,$GPRMC,121.9344112,30.90822876
1342,2016-08-05 18:32:37,$GPRMC,121.9344161,30.90822737
1343,2016-08-05 18:32:38,$GPRMC,121.9344193,30.90822599
1344,2016-08-05 18:32:40,$GPRMC,121.934418,30.90822871
1347,2016-08-05 18:32:41,$GPRMC,121.934425,30.90823191
1349,2016-08-05 18:32:42,$GPRMC,121.9344343,30.90823781
1350,2016-08-05 18:32:43,$GPRMC,121.9344321,30.90823918
1351,2016-08-05 18:32:44,$GPRMC,121.9344277,30.90823677
1352,2016-08-05 18:32:45,$GPRMC,121.9344302,30.90823675
1353,2016-08-05 18:32:46,$GPRMC,121.9344285,30.90824219
1354,2016-08-05 18:32:47,$GPRMC,121.9344277,30.90823759
1355,2016-08-05 18:32:49,$GPRMC,121.9344345,30.90824296
1356,2016-08-05 18:32:50,$GPRMC,121.9344307,30.90824109
1357,2016-08-05 18:32:51,$GPRMC,121.9344361,30.90824403
1358,2016-08-05 18:32:52,$GPRMC,121.9344329,30.90824649
1359,2016-08-05 18:32:53,$GPRMC,121.934437,30.90825026
1360,2016-08-05 18:32:54,$GPRMC,121.9344443,30.90824695
1361,2016-08-05 18:32:55,$GPRMC,121.9344487,30.90824583
1362,2016-08-05 18:32:56,$GPRMC,121.9344451,30.90825128
1363,2016-08-05 18:32:57,$GPRMC,121.9344486,30.90825071
1364,2016-08-05 18:32:58,$GPRMC,121.9344476,30.90824665
1365,2016-08-05 18:32:59,$GPRMC,121.9344579,30.90825227
1366,2016-08-05 18:33:00,$GPRMC,121.934453,30.90825474
1367,2016-08-05 18:33:01,$GPRMC,121.9344538,30.90825935
1368,2016-08-05 18:33:02,$GPRMC,121.934462,30.90825766
1369,2016-08-05 18:33:03,$GPRMC,121.9344549,30.90825798
1370,2016-08-05 18:33:04,$GPRMC,121.9344628,30.90826091
1371,2016-08-05 18:33:05,$GPRMC,121.9344573,30.90825851
1372,2016-08-05 18:33:06,$GPRMC,121.9344522,30.90826207
1373,2016-08-05 18:33:07,$GPRMC,121.9344489,30.90826047
1374,2016-08-05 18:33:08,$GPRMC,121.9344522,30.9082656
1375,2016-08-05 18:33:09,$GPRMC,121.9344603,30.90826499
1376,2016-08-05 18:33:10,$GPRMC,121.9344603,30.90827069
1377,2016-08-05 18:33:11,$GPRMC,121.9344625,30.90826715
1378,2016-08-05 18:33:12,$GPRMC,121.9344676,30.90827253
1379,2016-08-05 18:33:13,$GPRMC,121.9344725,30.90827439
1380,2016-08-05 18:33:14,$GPRMC,121.9344644,30.90827825
1381,2016-08-05 18:33:15,$GPRMC,121.9344698,30.90827631
1382,2016-08-05 18:33:16,$GPRMC,121.9344698,30.90827956
1383,2016-08-05 18:33:17,$GPRMC,121.9344687,30.9082755
1384,2016-08-05 18:33:18,$GPRMC,121.9344774,30.90828032
1385,2016-08-05 18:33:19,$GPRMC,121.9344747,30.90828414
1386,2016-08-05 18:33:20,$GPRMC,121.9344823,30.90828272
1387,2016-08-05 18:33:21,$GPRMC,121.9344861,30.90827998
1388,2016-08-05 18:33:22,$GPRMC,121.9344829,30.90828516
1389,2016-08-05 18:33:23,$GPRMC,121.9344891,30.90828592
1390,2016-08-05 18:33:24,$GPRMC,121.9344888,30.90828972
1391,2016-08-05 18:33:25,$GPRMC,121.9344834,30.90829112
1392,2016-08-05 18:33:26,$GPRMC,121.9344896,30.90829487
1393,2016-08-05 18:33:27,$GPRMC,121.9344886,30.90829081
1394,2016-08-05 18:33:28,$GPRMC,121.9344953,30.9082997
1395,2016-08-05 18:33:29,$GPRMC,121.9344902,30.9083011
1396,2016-08-05 18:33:30,$GPRMC,121.934488,30.90829488
1397,2016-08-05 18:33:31,$GPRMC,121.9344866,30.90830167
1398,2016-08-05 18:33:32,$GPRMC,121.9344973,30.90829508
1399,2016-08-05 18:33:33,$GPRMC,121.9344951,30.90829509
1400,2016-08-05 18:33:34,$GPRMC,121.9344975,30.90829453
1401,2016-08-05 18:33:35,$GPRMC,121.9344981,30.90830212
1402,2016-08-05 18:33:36,$GPRMC,121.9344967,30.9083043
1403,2016-08-05 18:33:37,$GPRMC,121.9345032,30.90830262
1404,2016-08-05 18:33:38,$GPRMC,121.9345043,30.90830126
1405,2016-08-05 18:33:39,$GPRMC,121.9345027,30.90830778
1406,2016-08-05 18:33:40,$GPRMC,121.9344972,30.9083005
1407,2016-08-05 18:33:41,$GPRMC,121.9344986,30.908307
1408,2016-08-05 18:33:42,$GPRMC,121.934504,30.90830804
1409,2016-08-05 18:33:43,$GPRMC,121.9344983,30.90830402
1410,2016-08-05 18:33:44,$GPRMC,121.9345024,30.90831022
1411,2016-08-05 18:33:45,$GPRMC,121.9344991,30.908307
1412,2016-08-05 18:33:46,$GPRMC,121.9345095,30.90831613
1413,2016-08-05 18:33:47,$GPRMC,121.934507,30.9083129
1414,2016-08-05 18:33:48,$GPRMC,121.9345032,30.90831808
1415,2016-08-05 18:33:49,$GPRMC,121.934507,30.90831344
1416,2016-08-05 18:33:50,$GPRMC,121.9345111,30.90831585
1417,2016-08-05 18:33:51,$GPRMC,121.9345122,30.90832615
1418,2016-08-05 18:33:52,$GPRMC,121.9345146,30.90832043
1419,2016-08-05 18:33:53,$GPRMC,121.9345184,30.9083242
1420,2016-08-05 18:33:54,$GPRMC,121.9345244,30.90832795
1421,2016-08-05 18:33:55,$GPRMC,121.9345154,30.90832911
1422,2016-08-05 18:33:56,$GPRMC,121.9345258,30.90833445
1423,2016-08-05 18:33:57,$GPRMC,121.9345255,30.9083396
1424,2016-08-05 18:33:58,$GPRMC,121.934523,30.90833935
1425,2016-08-05 18:33:59,$GPRMC,121.9345252,30.90833906
1426,2016-08-05 18:34:00,$GPRMC,121.9345312,30.90834417
1427,2016-08-05 18:34:01,$GPRMC,121.9345247,30.90834639
1428,2016-08-05 18:34:02,$GPRMC,121.9345249,30.90834964
1429,2016-08-05 18:34:03,$GPRMC,121.934532,30.90834877
1430,2016-08-05 18:34:04,$GPRMC,121.9345372,30.90835361
1431,2016-08-05 18:34:05,$GPRMC,121.9345371,30.90835443
1432,2016-08-05 18:34:06,$GPRMC,121.9345423,30.90835466
1433,2016-08-05 18:34:07,$GPRMC,121.9345339,30.90835689
1434,2016-08-05 18:34:08,$GPRMC,121.9345396,30.90836146
1435,2016-08-05 18:34:09,$GPRMC,121.9345426,30.90835574
1436,2016-08-05 18:34:10,$GPRMC,121.9345442,30.90836115
1437,2016-08-05 18:34:11,$GPRMC,121.9345469,30.90836303
1438,2016-08-05 18:34:12,$GPRMC,121.9345423,30.90836605
1439,2016-08-05 18:34:13,$GPRMC,121.9345439,30.90836848
1440,2016-08-05 18:34:14,$GPRMC,121.934548,30.90836953
1441,2016-08-05 18:34:15,$GPRMC,121.934551,30.90836625
1442,2016-08-05 18:34:16,$GPRMC,121.9345488,30.90837061
1443,2016-08-05 18:34:17,$GPRMC,121.9345564,30.90836702
1444,2016-08-05 18:34:18,$GPRMC,121.9345499,30.90836653
1445,2016-08-05 18:34:19,$GPRMC,121.9345581,30.90837135
1446,2016-08-05 18:34:20,$GPRMC,121.9345523,30.90837573
1447,2016-08-05 18:34:21,$GPRMC,121.934551,30.90837873
1448,2016-08-05 18:34:22,$GPRMC,121.9345635,30.9083732
1449,2016-08-05 18:34:23,$GPRMC,121.9345608,30.90838136
1450,2016-08-05 18:34:24,$GPRMC,121.9345665,30.90837996
1451,2016-08-05 18:34:25,$GPRMC,121.9345665,30.90839108
1452,2016-08-05 18:34:26,$GPRMC,121.9345602,30.90838977
1453,2016-08-05 18:34:27,$GPRMC,121.9345613,30.90838895
1454,2016-08-05 18:34:28,$GPRMC,121.93457,30.90839051
1455,2016-08-05 18:34:29,$GPRMC,121.9345656,30.90839759
1456,2016-08-05 18:34:30,$GPRMC,121.9345629,30.90840168
1457,2016-08-05 18:34:31,$GPRMC,121.9345689,30.90839594
1458,2016-08-05 18:34:32,$GPRMC,121.9345646,30.9083957
1459,2016-08-05 18:34:33,$GPRMC,121.9345627,30.9084025
1460,2016-08-05 18:34:34,$GPRMC,121.9345616,30.90840196
1461,2016-08-05 18:34:35,$GPRMC,121.9345681,30.90839757
1462,2016-08-05 18:34:36,$GPRMC,121.9345643,30.90840276
1463,2016-08-05 18:34:37,$GPRMC,121.9345686,30.90839594
1464,2016-08-05 18:34:38,$GPRMC,121.9345689,30.90839757
1465,2016-08-05 18:34:39,$GPRMC,121.934573,30.90840323
1466,2016-08-05 18:34:40,$GPRMC,121.9345667,30.90840518
1467,2016-08-05 18:34:41,$GPRMC,121.9345716,30.90840758
1468,2016-08-05 18:34:42,$GPRMC,121.934564,30.90840601
1469,2016-08-05 18:34:43,$GPRMC,121.9345741,30.9084119
1470,2016-08-05 18:34:44,$GPRMC,121.9345711,30.90841057
1471,2016-08-05 18:34:45,$GPRMC,121.9345675,30.90841304
1472,2016-08-05 18:34:46,$GPRMC,121.9345686,30.90841981
1473,2016-08-05 18:34:47,$GPRMC,121.9345735,30.90842384
1474,2016-08-05 18:34:48,$GPRMC,121.9345656,30.90842987
1475,2016-08-05 18:34:49,$GPRMC,121.9345732,30.90843442
1476,2016-08-05 18:34:50,$GPRMC,121.9345727,30.9084374
1477,2016-08-05 18:34:51,$GPRMC,121.9345651,30.90844072
1478,2016-08-05 18:34:52,$GPRMC,121.9345724,30.90844093
1479,2016-08-05 18:34:53,$GPRMC,121.9345694,30.90844258
1480,2016-08-05 18:34:54,$GPRMC,121.9345678,30.90844558
1481,2016-08-05 18:34:55,$GPRMC,121.9345721,30.90844934
1482,2016-08-05 18:34:56,$GPRMC,121.9345618,30.90845024
1483,2016-08-05 18:34:57,$GPRMC,121.9345656,30.90845129
1484,2016-08-05 18:34:58,$GPRMC,121.9345697,30.90846156
1485,2016-08-05 18:34:59,$GPRMC,121.9345702,30.9084602
1486,2016-08-05 18:35:00,$GPRMC,121.9345615,30.90846922
1487,2016-08-05 18:35:01,$GPRMC,121.934562,30.90846922
1488,2016-08-05 18:35:02,$GPRMC,121.9345604,30.90847411
1489,2016-08-05 18:35:03,$GPRMC,121.9345596,30.90847954
1490,2016-08-05 18:35:04,$GPRMC,121.934565,30.90848302
1491,2016-08-05 18:35:05,$GPRMC,121.9345582,30.90848254
1493,2016-08-05 18:35:06,$GPRMC,121.9345593,30.90848307
1494,2016-08-05 18:35:07,$GPRMC,121.9345541,30.90848745
1495,2016-08-05 18:35:08,$GPRMC,121.9345634,30.90849253
1496,2016-08-05 18:35:09,$GPRMC,121.934555,30.90848988
